channels,batch_size,input_height,input_width,kernel_number,kernel_height,kernel_width,padding_size,stride_size
32,2,64,64,16,3,3,1,1
32,2,92,92,16,3,3,1,1
32,2,128,128,16,3,3,1,1
32,2,192,192,16,3,3,1,1
32,2,256,256,16,3,3,1,1
32,2,392,392,16,3,3,1,1
32,2,512,512,16,3,3,1,1
32,2,1024,1024,16,3,3,1,1
32,2,2048,2048,16,3,3,1,1
