channels,batch_size,input_height,input_width,kernel_number,kernel_height,kernel_width,padding_size,stride_size
32,2,512,512,16,1,1,1,1
32,2,512,512,16,3,3,1,1
32,2,512,512,16,5,5,1,1
32,2,512,512,16,7,7,1,1
32,2,512,512,16,9,9,1,1
